SL,SMILE1,SMILE2,Temperature,Prompt,Non_Reactive_groups,Source_File
86,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,O=C(O)CC(CC(=O)O)C(=O)O,1.6,"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses.json
87,Nc2ccc(Oc1ccc(N)cc1)cc2,CC(C)(COCC)OCC,2.0,Design a shape memory polymer with Tg ≈ 40°C and Er ≈ 80 MPa that includes epoxy(C1OC1) and imine(NC) groups.,[],mix_generated_responses.json
88,Nc2ccc(Oc1ccc(N)cc1)cc2,C,2.0,Design a shape memory polymer with Tg ≈ 40°C and Er ≈ 80 MPa that includes epoxy(C1OC1) and imine(NC) groups.,[],mix_generated_responses.json
89,Nc2ccc(Cc1ccc(N)cc1)cc2,NCCCOCCOCCCN,2.0,Design a shape memory polymer with Tg ≈ 40°C and Er ≈ 80 MPa that includes epoxy(C1OC1) and imine(NC) groups.,[],mix_generated_responses.json
90,Nc2ccc(Cc1ccc(N)cc1)cc2,CC1(C)CC(N)CC(C)(CN)C1,2.0,Design a shape memory polymer with Tg ≈ 40°C and Er ≈ 80 MPa that includes epoxy(C1OC1) and imine(NC) groups.,[],mix_generated_responses.json
91,Nc2ccc(Cc1ccc(N)cc1)cc2,NCCNCCN,2.0,Design a shape memory polymer with Tg ≈ 40°C and Er ≈ 80 MPa that includes epoxy(C1OC1) and imine(NC) groups.,[],mix_generated_responses.json
92,C=Cc1cccc(C=C)c1,C,2.0,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,[],mix_generated_responses.json
93,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,C,2.0,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,[],mix_generated_responses.json
94,CC(=O)OCCOCCOCCOC(=O)C(=C)C,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,2.0,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,[],mix_generated_responses.json
95,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=C(C)C(=O)OCCC,2.0,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,[],mix_generated_responses.json
96,C=[C](C)C(=O)OCCCC,C,2.0,"Suggest a TSMP system that satisfies Tg = 60°C and Er = 100 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities.",[],mix_generated_responses.json
97,C=C(C)C(=O)OC,C=C(CN)CCc1ccccc1C=CC(=O)OCP(C)C,2.0,"Suggest a TSMP system that satisfies Tg = 60°C and Er = 100 MPa, incorporating vinyl(C=C) and vinyl(C=C) functionalities.",[],mix_generated_responses.json
98,C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=CC(=O)OCCCC,2.0,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",[],mix_generated_responses.json
99,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C,2.0,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",[],mix_generated_responses.json
