SL,Monomer 1,Monomer 2,Output_text,Group1,Group2,Temperature,Tg,Er,Prompt,Fixed Monomer 1,Fixed Monomer 2,Predicted Tg New,Predicted Er New,Difference Tg New,Difference Er New
119,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=C)OCOCCOC(=O)CC(C)(C)C,"Since you're looking for vinyl and hydroxyl functional groups, I found two compatible monomers:
Monomer 1 with vinyls: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
Monomer 2 with hydroxyls: C=C(C)C(=C)OCOCCOC(=O)CC(C)(C)C",vinyl(C=C),hydroxyl(=O),0.9,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=C)OCOCCOC(=O)CC(C)(C)C,,,,
120,C=C(C)C(=C)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(=O)OCC(CO)(CO)OCC(=O)OCC(COC(=O)C(C)(C)C)(COC(=O)CC(C)(C)C)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO),"This monomer pair includes the requested functional groups:
Monomer 1 with vinyls: C=C(C)C(=C)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2
Monomer 2 with hydroxyls: CC(=O)OCC(CO)(CO)OCC(=O)OCC(COC(=O)C(C)(C)C)(COC(=O)CC(C)(C)C)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)",vinyl(C=C),hydroxyl(=O),0.9,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",C=C(C)C(=C)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(=O)OCC(CO)(CO)OCC(=O)OCC(COC(=O)C(C)(C)C)(COC(=O)CC(C)(C)C)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO)OCC(=O)OCC(C)(CO),,,,
121,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(C)(C)c14cccc(OCC(O)COc3ccc(C(C)(C)C(=O)OCC(O)COc2ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc2)cc3)c(KK)c=6c(=c5c(=c4OCC(O)COc8ccc(C(=O)OCC(O)COc7ccc(C(=O)OCC(O)COc6ccc(OCC(O)COc1ccc(CC(C)(C)O)cc1)cc6)cc7)cc8)cc5OCC(O)COc3ccc(C(=O)OCC(O)COc2ccc(C(=O)OCC(O)COc1ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc1)cc2)cc3)OCC(O)COc10ccc(C(=O)OCC(O)COc9ccc(C(=O)OCC(O)COc8ccc(OCC(O)COc7ccc(CC(C)(C)O)cc7,"Here is a group-compliant monomer pair:
Monomer 1 includes Vinyl groups: C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
Monomer 2 includes Hydroxyl groups: CC(C)(C)c14cccc(OCC(O)COc3ccc(C(C)(C)C(=O)OCC(O)COc2ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc2)cc3)c(KK)c=6c(=c5c(=c4OCC(O)COc8ccc(C(=O)OCC(O)COc7ccc(C(=O)OCC(O)COc6ccc(OCC(O)COc1ccc(CC(C)(C)O)cc1)cc6)cc7)cc8)cc5OCC(O)COc3ccc(C(=O)OCC(O)COc2ccc(C(=O)OCC(O)COc1ccc(OCC(O)COc0ccc(CC(C)(C)O)cc0)cc1)cc2)cc3)OCC(O)COc10ccc(C(=O)OCC(O)COc9ccc(C(=O)OCC(O)COc8ccc(OCC(O)COc7ccc(CC(C)(C)O)cc7",vinyl(C=C),hydroxyl(=O),1.0,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",Not found,Not found,,,,
122,,,Let's get some more specific input for your TSMP - could you share your preference of functional groups or any dietary restrictions for the monomers?,vinyl(C=C),hydroxyl(=O),1.0,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",Not found,Not found,,,,
123,C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)CN1C(=O)CCOC(=O)C=C,CC(O)C(C)OCC(C)CO?CC(O)CC(C)OCC(C)COCC(C)C=O,"To meet the functional group constraints of vinyl (C=C) and hydroxyl (=O), I suggest:
Monomer 1: C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)CN1C(=O)CCOC(=O)C=C
Monomer 2: CC(O)C(C)OCC(C)COÃ£Â‚Â¡CC(O)CC(C)OCC(C)COCC(C)C=O",vinyl(C=C),hydroxyl(=O),1.0,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)CN1C(=O)CCOC(=O)C=C,CC(CO)COCC(C)COC(C)CC(O)COCC(C)COC(C)C(C)O,,,,
124,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCCOCCOCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCO,"Based on your requirements, I suggest the following monomers:
Monomer 1: C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C
Monomer 2: CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCCOCCOCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCO",vinyl(C=C),hydroxyl(=O),1.0,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCCCOCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCCOCCOCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCO,,,,
125,C=C(C)C(=O)OCCOCCOCCOC(=O)C(C)=O,CC(=O)OCC(CO)(CO)COCC(=O)OCC(CO)(CO)COc2ccc(C(C)(C)c1ccc(OCC(=O)OCC(=O)OCC(CO)(COC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)O,"Here is a monomer pair incorporating the recommended functional groups:
Monomer 1 (C=C): C=C(C)C(=O)OCCOCCOCCOC(=O)C(C)=O
Monomer 2 (C=O): CC(=O)OCC(CO)(CO)COCC(=O)OCC(CO)(CO)COc2ccc(C(C)(C)c1ccc(OCC(=O)OCC(=O)OCC(CO)(COC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)OCC(CO)(CO)CC(=O)OCC(=O)O",vinyl(C=C),hydroxyl(=O),1.0,,,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) in monomer1 and the other includes hydroxyl(=O) in monomer2.",Not found,Not found,,,,
126,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC1(C)CC(N)CC(C)(CN)C1",,,0.3,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1,85.86544036865234,17.37831687927246,0.0,0.0
127,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.3,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,0.0
128,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: C=C(C)C(=C)OCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O",,,0.3,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,324.99456787109375,54.271358489990234,224.99456787109375,0.0
129,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.3,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,0.0
130,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(C)(C)N",,,0.3,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(C)N,163.88241577148438,45.075035095214844,63.882415771484375,0.0
131,CC(C)(c2ccc(OCCOCCOCCOCCOCC1)cc1)cc4OCCOCCOCCOCC3/c2ccc(OC4CCN4CC(OCC3)(OCC3)CC4)cc1,NCc1cccc(CN)c1,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOCCOCC1)cc1)cc4OCCOCCOCCOCC3/c2ccc(OC4CCN4CC(OCC3)(OCC3)CC4)cc1
Monomer 2: NCc1cccc(CN)c1",,,0.5,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,Not found,Not found,,,,
132,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,0.0
133,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.5,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,0.0
134,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,"Based on your requirements, I suggest the following monomers:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: NCCCOCCOCCCN",,,0.5,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCCOCCOCCCN,56.15962600708008,15.15296459197998,43.84037399291992,0.0
135,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)OCC(C)N",,,0.5,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)N,48.342952728271484,13.508336067199707,51.657047271728516,0.0
136,CCCCCCCCCCC1OC1CCCCCCCCCC(=O)OC(=O)CCCCCCCCCC1OCC(COC(=O)CCCCCCCCCC1OCC(OCC(OCC3OCC(C)C(C)O3)OCC2OCC2C(=O)OCC4OCC(CO4)CO4)CO2)CO1,CC(C)(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: CCCCCCCCCCC1OC1CCCCCCCCCC(=O)OC(=O)CCCCCCCCCC1OCC(COC(=O)CCCCCCCCCC1OCC(OCC(OCC3OCC(C)C(C)O3)OCC2OCC2C(=O)OCC4OCC(CO4)CO4)CO2)CO1
Monomer 2: CC(C)(C)N",,,0.7,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,Not found,Not found,,,,
137,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,CCCCCCCCC(=O)OCC(CC)(COC(=O)CC(C)C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)OCC(CC)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,"To achieve Tg of 100Â°C and Er of 40Mpa, I suggest the following monomers:
Monomer 1: CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C
Monomer 2: CCCCCCCCC(=O)OCC(CC)(COC(=O)CC(C)C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)OCC(CC)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC",,,0.7,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C,CCCCCCCCC(=O)OCC(CC)(COC(=O)CC(C)C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)OCC(CC)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,321.24871826171875,140.36465454101562,221.24871826171875,100.36465454101562
138,CC(C)(c2ccc(OCCOCCOCCOC1CCC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)c6ccc(OCCOCCOCCOCC(O)Cc5ccc(C(C)(C)C)cc5)cc4,CC1(C)CC2(C)CC1C(=O)OC2(C)C,"To achieve Tg of 100Â°C and Er of 40Mpa, we could use the following monomers:
Monomer 1: CC(C)(c2ccc(OCCOCCOCCOC1CCC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)c6ccc(OCCOCCOCCOCC(O)Cc5ccc(C(C)(C)C)cc5)cc4Monomer 2: CC1(C)CC2(C)CC1C(=O)OC2(C)C",,,0.7,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC1C=CC=C(OCCOCCOCCOCC(O)Cc2ccc(C(C)(C)C)cc2)C=CC(C(C)(C)c2ccc(OCCOCCOCCOC3CCC3)cc2)=CC=COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OC1,CC1(C)CC2(C)CC1C(=O)OC2(C)C,100.32382202148438,113.68243408203125,0.0,73.68243408203125
139, C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,"Great choice of properties and groups. Here's a compatible monomer pair:
Monomer 1: C=C(C)C(=C)OCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=C)OCOCCOC(=O)C(=C)C",,,0.7,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,62.8707160949707,10.816863059997559,37.1292839050293,0.0
140,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,NCCCOCCOCCCN,"To achieve Tg of 100Â°C and Er of 40Mpa, I suggest this monomer combination:
Monomer 1: CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6
Monomer 2: NCCCOCCOCCCN",,,0.7,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,NCCCOCCOCCCN,91.14701080322266,19.335418701171875,0.0,0.0
141,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(C)(C)C,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: C=C(C)C(=C)OCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OC(C)(C)C",,,0.9,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(C)(C)C,56.485416412353516,10.457537651062012,43.514583587646484,0.0
142,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC(N)COCC(C)OCC(C)OCC(C)N",,,0.9,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,47.36640548706055,13.34851360321045,52.63359451293945,0.0
143,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCN(CC)CCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCc2ccc(OCCc3ccc(N(CC)CC)cc3)cc2,"To achieve Tg of 100Â°C and Er of 40Mpa, consider this monomer combination:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CCN(CC)CCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCc2ccc(OCCc3ccc(N(CC)CC)cc3)cc2",,,0.9,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,Not found,Not found,,,,
144,OC(\\C=C\\OCCOC(=O)C(C)(C)C)(c2ccc(OCCOC(=O)C(C)(C)C)cc2)cc4OC(c3ccc(OCCOC(=O)C(C)(C)C)cc3)CC4,CC(C)(C)N,"Based on your requirements, I suggest the following monomers:
Monomer 1: OC(\C=C\OCCOC(=O)C(C)(C)C)(c2ccc(OCCOC(=O)C(C)(C)C)cc2)cc4OC(c3ccc(OCCOC(=O)C(C)(C)C)cc3)CC4
Monomer 2: CC(C)(C)N",,,0.9,100.0,40.0,Generate a thermoset shape memory polymer with Tg = 100Â°C and Er = 40 MPa.,Not found,Not found,,,,
